"year","EW","AIA","ATG","ARG","ABW","BHS","BRB","BLZ","BMU","BOL","BRA","CYM","CHL","COL","CRI","CUB","DOM","ECU","SLV","GUF","GRD","GLP","GTM","GUY","HTI","HND","JAM","MTQ","MEX","MSR","NIC","PAN","PRY","PER","PRI","BLM","KNA","MAF","VCT","SUR","TTO","TCA","URY","VEN","VGB","VIR"
2014,12,0,0,9,0,0,0,1,0,0,11365,0,0,1775,0,0,0,403,229,0,0,0,0,0,0,0,0,0,198,0,12,0,0,252,7,0,0,0,0,0,0,0,0,0,0,0
2014,13,0,0,4,0,0,0,2,0,1115,11951,0,0,846,0,0,0,0,250,0,0,0,0,0,0,0,0,0,264,0,13,1954,105,201,11,0,0,0,0,0,0,0,0,0,0,0
2014,14,0,0,1,0,0,0,7,0,0,13388,0,0,0,0,0,0,1013,241,0,0,0,0,0,0,0,0,0,188,0,4,26,0,291,0,0,0,0,0,0,0,0,0,0,0,4
2014,15,0,0,1,0,0,0,0,0,0,15835,0,0,1505,0,0,0,433,196,0,0,0,0,0,0,0,0,0,146,0,6,27,451,385,9,0,0,0,0,0,0,0,0,0,0,0
2014,16,0,0,2,0,0,0,3,0,0,15070,0,0,818,0,0,0,573,296,0,0,0,0,0,0,0,0,0,180,0,17,0,80,457,3,0,0,0,0,0,0,0,0,0,0,0
2014,17,0,0,10,0,0,0,2,0,0,14766,0,0,945,0,0,0,397,166,102,0,339,0,0,0,0,0,411,173,0,8,24,39,223,3,17,0,118,0,0,0,0,0,0,0,0
2014,18,0,0,120,0,0,0,2,0,0,11998,0,0,1057,0,0,0,549,252,0,0,0,0,0,0,0,0,0,174,0,24,1,55,221,7,0,0,0,0,0,0,0,0,0,0,0
2014,19,0,0,120,0,1,0,3,0,0,11822,0,0,1083,0,0,0,472,223,0,0,0,0,0,0,0,2,0,201,0,12,13,118,197,3,0,0,0,0,0,0,0,0,0,0,0
2014,20,0,0,120,0,0,0,0,0,0,9508,0,0,889,0,0,0,473,285,0,0,0,0,0,0,0,1,0,263,0,12,15,136,107,1,0,0,0,0,0,0,0,0,0,0,0
2014,21,0,0,13,0,0,0,0,0,0,7882,0,0,1648,0,0,0,533,296,0,0,0,0,0,0,0,1,0,272,0,21,10,14,244,12,0,0,0,0,0,0,0,0,0,0,0
2014,22,0,0,13,0,0,0,0,0,0,5588,0,0,0,0,0,0,470,338,0,0,0,0,0,0,0,1,0,313,0,19,15,34,198,13,0,0,0,0,0,5,0,0,0,0,0
2014,23,5,0,13,0,0,0,7,0,0,4207,0,0,963,0,0,0,0,347,0,0,0,0,0,0,0,4,0,381,0,43,33,4,240,8,0,0,0,0,0,0,0,0,0,0,0
2014,24,0,0,16,0,0,0,10,0,0,3647,0,0,945,0,0,0,1197,373,0,0,0,0,0,0,0,0,0,338,0,61,30,29,224,8,0,0,0,0,0,0,0,0,0,0,0
2014,25,0,0,13,0,0,0,11,0,0,3108,0,0,770,0,0,0,656,419,0,0,0,0,0,0,0,1,0,414,0,61,36,21,256,6,0,0,0,0,0,0,0,0,0,0,2
2014,26,0,0,13,0,0,0,15,0,0,2678,0,0,924,0,0,0,617,483,0,0,0,0,0,0,0,1,0,350,0,83,33,15,159,1,0,0,0,0,0,0,0,0,0,0,0
2014,27,0,0,1,0,0,0,8,0,0,2450,0,0,2234,0,0,0,542,565,0,0,0,0,0,0,0,0,0,568,0,67,22,6,186,7,0,0,0,0,0,0,0,0,0,0,3
2014,28,0,0,1,0,0,0,14,0,0,1831,0,0,0,0,0,0,439,639,0,0,0,0,0,0,0,2,0,556,0,85,21,7,232,9,0,0,0,0,0,0,0,0,0,0,2
2014,29,0,0,0,0,0,0,3,0,0,1623,0,0,839,0,0,0,437,604,0,0,0,0,0,0,0,1,0,548,0,41,10,31,94,3,0,0,0,0,0,0,0,0,0,0,0
2014,30,0,0,0,0,0,0,1,0,0,1362,0,0,1170,0,0,0,495,690,0,0,0,0,0,0,0,0,0,532,0,32,24,15,174,17,0,0,0,0,0,0,0,0,0,0,1
2014,31,1,0,0,0,0,0,6,0,0,1090,0,0,876,0,0,0,367,575,0,0,0,0,0,0,0,3,0,621,0,12,0,14,195,0,0,6,0,0,0,0,9,0,0,52,0
2014,32,0,0,0,0,0,0,22,0,0,989,0,0,957,0,0,0,0,844,0,0,0,0,0,0,0,4,0,679,0,90,0,4,127,3,0,0,0,0,0,0,0,0,0,0,0
2014,33,0,0,0,0,0,0,15,0,0,906,0,0,1022,0,0,0,636,657,0,0,0,0,0,0,0,5,0,939,0,19,0,5,125,8,0,0,0,0,0,0,0,0,0,0,1
2014,34,0,0,0,0,0,0,8,0,0,782,0,0,1251,0,0,0,255,704,0,0,0,0,0,0,0,2,0,868,0,14,318,26,196,2,0,0,0,0,0,0,0,0,0,0,1
2014,35,0,0,0,0,0,20,17,0,0,780,0,0,993,0,0,0,0,665,0,0,0,0,818,0,0,0,0,0,0,102,0,17,242,1,0,0,0,0,0,0,0,0,0,0,0
2014,36,0,0,0,0,0,0,12,0,0,764,0,0,895,0,0,0,330,675,0,0,0,0,0,0,0,8,0,2143,0,16,0,117,121,7,0,0,0,0,0,0,0,0,0,0,0
2014,37,0,0,1,0,0,0,10,0,0,813,0,0,1065,0,0,0,159,376,0,0,0,0,0,0,0,17,0,816,0,40,0,83,119,1,0,0,0,0,0,0,0,0,0,0,1
2014,38,0,0,1,0,0,0,10,0,0,712,0,0,1153,0,0,0,0,535,0,0,0,0,0,0,0,15,0,1355,0,50,94,7,197,9,17,0,131,0,0,0,0,0,0,0,0
2014,39,0,0,0,0,10,178,25,0,0,803,0,0,695,0,0,0,292,418,0,0,0,0,0,0,0,0,0,1168,0,35,15,29,117,0,0,0,0,0,0,0,0,0,0,0,0
2014,40,0,0,0,0,0,0,16,0,0,774,0,0,809,0,0,0,0,424,0,0,0,0,0,0,0,0,0,1375,0,56,11,51,96,3,0,0,5,0,0,0,0,0,0,0,0
2014,41,0,0,0,0,0,0,46,0,0,719,0,0,1057,0,0,0,141,458,0,0,0,0,0,0,0,0,0,1509,0,38,19,1,119,6,0,0,0,0,0,0,0,0,0,0,0
2014,42,0,0,0,0,0,0,28,0,0,695,0,0,1127,0,0,0,0,313,0,0,0,0,0,0,0,0,124,1625,0,24,19,272,78,4,2,0,0,0,0,0,0,0,0,0,0
2014,43,0,11,0,0,0,0,7,0,0,719,4,0,724,0,0,0,0,213,0,0,0,0,0,0,0,0,0,1764,0,33,28,44,62,4,0,0,0,4,0,10,0,0,0,7,0
2014,44,0,0,0,0,0,0,8,0,0,708,0,0,972,0,0,0,364,132,0,0,0,0,0,0,0,0,0,1103,0,30,10,87,68,0,0,0,0,0,0,0,0,0,0,0,0
2014,45,0,0,0,0,0,0,10,0,0,742,0,0,899,0,0,0,76,86,0,0,0,0,0,0,0,0,0,2217,0,89,55,283,195,0,0,0,0,0,0,0,0,0,0,0,0
2014,46,0,0,0,0,0,0,22,0,0,806,0,0,1019,0,0,0,96,73,460,0,0,0,0,0,0,0,0,1256,0,26,16,229,258,1,0,0,8,0,0,0,0,0,0,0,1
2014,47,0,0,0,22,0,0,11,0,0,559,0,0,777,0,0,0,80,57,0,37,277,0,41,0,0,0,0,1130,0,22,49,19,152,0,6,0,0,0,0,0,0,0,0,0,0
2014,48,0,0,0,0,0,0,14,0,0,438,0,0,783,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1148,0,8,66,39,758,1,0,0,0,0,0,0,0,0,0,0,1
2014,49,0,0,0,0,0,0,9,0,0,277,0,0,733,0,0,0,0,31,0,0,0,0,0,0,0,0,0,825,0,167,53,56,133,0,0,0,0,0,0,0,0,0,0,0,1
2014,50,0,0,0,0,0,0,4,0,0,90,0,0,819,0,0,0,0,14,0,0,0,0,0,0,0,0,0,565,0,0,0,4,130,4,0,0,0,0,0,0,0,0,0,0,0
2014,51,0,0,0,0,0,0,6,0,0,30,0,0,743,0,0,0,415,59,0,0,0,0,0,0,0,0,0,244,0,14,176,0,98,2,0,0,0,0,0,0,0,0,0,0,0
2014,52,0,0,0,0,3,187,0,1,1984,2,0,5,1104,0,0,0,0,59,0,1,0,0,0,0,0,0,0,79,1,12,237,0,75,57,0,3,0,2,9,242,204,0,0,10,0
2015,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,29,0,2,86,0,4,0,19,0,0,0,0,0,0,0,0
2015,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,201,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0
2015,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,231,0,0,0,34,311,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,39,0,41,180,4,0,0,0,0,0,0,0,0,0,0,0
2015,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,0,0,0,17,0,0,0,0,0,226,0,3,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,188,0,0,0,163,289,3,0,0,0,0,0,0,0,0,0,0,0
2015,7,0,0,3,0,0,0,9,0,0,0,0,6,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,139,0,11,0,221,0,1,0,0,1,0,0,0,0,0,0,0,0
2015,8,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,223,0,5,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0
2015,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,33,0,0,3,0,0,0,0,0,157,0,4,0,104,282,5,0,0,0,0,0,0,0,0,0,0,0
2015,10,0,0,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,151,0,0,0,0,374,1,0,0,0,0,0,0,0,0,0,0,0
2015,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,2,15,0,0,0,0,2,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2015,12,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,127,0,0,15,0,0,0,0,0,334,0,0,237,0,593,5,0,0,0,0,0,0,0,0,0,0,0
2015,13,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,1845,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,14,0,0,31,0,0,0,13,0,0,0,0,0,0,0,0,0,414,44,0,0,0,5,0,0,0,0,0,244,0,48,25,0,513,10,0,0,0,0,0,0,0,0,0,0,0
2015,15,0,0,190,0,0,0,16,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1716,0,0,36,750,2654,0,0,0,0,0,0,0,0,0,0,0,0
2015,16,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,261,0,7,0,191,795,0,0,0,0,0,0,0,0,0,0,0,0
2015,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,55,0,0,0,49,0,0,0,0,0,197,0,3,7,0,815,0,0,0,0,0,0,0,0,0,0,0,0
2015,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,9,0,0,0,0,0,241,0,0,15,1023,999,0,0,0,0,0,0,0,0,0,0,0,0
2015,19,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,278,0,0,12,0,1102,0,0,0,0,0,0,0,66,0,0,0,0
2015,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,98,0,0,0,37,0,0,0,0,0,307,0,23,15,0,1071,0,0,0,0,0,0,0,0,0,0,0,0
2015,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,384,0,11,25,0,0,10,0,0,0,0,0,0,0,0,0,0,3
2015,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,182,0,0,0,319,0,0,0,0,0,379,0,0,34,0,2079,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,180,77,0,2,355,15,0,0,0,3,395,0,0,34,0,1167,0,0,1,0,0,0,0,30,0,0,0,0
2015,24,0,0,0,0,0,0,4,0,0,355083,0,0,0,0,0,0,0,241,0,0,0,2364,0,0,0,1,0,449,0,0,33,3834,930,0,0,0,0,0,0,0,0,0,0,0,0
2015,25,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0,38,47,0,569,7,0,0,0,0,0,0,0,0,0,0,0
2015,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,446,0,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,28,68,0,696,0,0,0,0,1,0,0,0,0,0,0,0
2015,28,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,906,0,0,0,82,0,0,0,0,0,566,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,0,0,0,0,0,0,18,0,0,48890,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,567,0,0,58,0,896,2,0,0,0,0,0,0,0,0,0,0,0
2015,30,0,0,137,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,661,0,225,53,0,174,5,0,0,0,0,0,0,0,0,0,0,0
2015,31,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1556,0,4,0,0,0,0,0,0,0,807,0,132,40,0,161,0,0,0,0,0,0,0,0,0,0,48,0
2015,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,631,0,0,0,70,0,0,0,0,0,697,0,123,0,1553,471,0,0,0,0,0,0,0,0,0,0,0,0
2015,33,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,665,0,0,138,0,199,0,0,0,0,0,0,0,0,0,0,0,0
2015,34,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,550,0,0,6,0,0,0,0,0,0,1460,0,305,0,0,691,0,0,0,23,0,0,0,0,0,0,0,0
2015,35,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,551,0,0,1,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,36,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,860,788,0,0,0,0,0,0,0,0,0,499,0,0,0,43,142,9,0,0,0,0,0,0,0,0,0,0,0
2015,37,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0
2015,38,0,0,0,0,0,0,20,0,0,55932,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,2,0,820,0,826,266,104,92,0,0,0,0,0,0,0,0,0,0,0,0
2015,39,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,946,0,116,37,0,105,0,0,0,0,0,0,0,0,0,0,28,0
2015,40,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,242,0,0,0,338,0,0,0,0,0,1023,0,0,529,417,68,1,0,0,0,0,0,0,0,0,0,0,0
2015,41,0,0,86,0,0,0,9,0,0,0,0,0,0,0,0,0,0,248,0,0,0,18,0,0,0,0,0,859,0,0,0,26,240,0,0,0,0,0,0,0,0,0,0,0,0
2015,42,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,1,0,1032,0,0,0,927,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,43,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,794,0,815,0,0,109,5,0,0,0,0,0,0,0,0,0,0,0
2015,44,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,177,0,0,0,401,0,0,0,0,0,962,0,194,75,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2015,45,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,269,0,0,0,3,0,0,0,0,0,1135,0,42,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0
2015,46,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,1078,0,435,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2015,47,0,0,1,0,0,0,8,0,0,22610,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,1,0,1021,0,614,0,320,351,1,0,0,0,0,0,0,0,0,0,0,0
2015,48,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015,49,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,550,0,0,0,1095,880,6,0,0,0,0,0,0,0,0,0,0,0
2015,50,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,139,21,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,51,0,8,854,0,2,103,13,0,0,13209,4,0,39475,0,1691,0,24,22,46,14,26,0,246,13,0,3,17,164,0,319,265,0,12183,4,21,0,0,12,4,22,235,0,13837,0,0
2015,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0,0,7,0,0,0,10,0,0,13701,0,0,1003,0,0,0,0,4,6,0,2,0,0,0,0,4,6,134,0,143,0,160,131,2,9,0,0,0,0,0,0,0,0,0,1
2016,2,0,0,172,0,0,0,16,0,0,13949,0,0,1007,0,0,0,338,20,0,0,3,0,0,0,0,4,5,241,0,141,44,150,263,3,8,0,0,0,0,0,0,0,0,0,2
2016,3,0,0,1202,0,0,0,2,0,0,15260,0,0,1088,0,0,0,394,10,0,0,2,0,0,0,0,7,1,280,0,127,78,112,178,9,5,0,0,0,0,0,0,0,0,0,5
2016,4,0,0,270,0,0,0,9,0,0,16726,0,0,1111,0,0,0,446,0,0,0,0,0,0,0,0,4,0,207,0,161,7,242,277,8,0,0,0,0,0,0,0,0,0,0,1
2016,5,0,0,1314,0,0,0,14,0,0,21382,0,0,860,0,0,0,465,0,0,0,0,0,0,0,0,4,0,279,0,188,24,306,270,19,0,0,0,0,0,0,0,18,0,0,0
2016,6,0,0,2050,0,0,0,3,0,0,25367,0,0,1388,0,0,0,468,7,0,0,0,243,0,0,0,0,0,347,0,69,55,164,417,27,0,0,0,0,0,0,0,0,0,0,0
2016,7,0,0,2764,0,0,0,3,0,0,25348,0,0,1125,0,0,0,394,2,0,4,0,0,0,0,0,0,0,295,0,53,13,165,304,7,0,0,0,0,0,0,0,0,0,0,0
2016,8,0,0,2494,0,0,0,3,0,0,22940,0,0,1108,0,0,0,459,9,0,0,0,0,0,0,0,13,0,291,0,37,28,127,462,7,0,0,0,0,0,0,0,0,0,0,0
2016,9,0,0,5122,0,0,0,5,0,0,19401,0,0,1170,0,0,0,437,0,0,0,0,0,0,0,0,2,0,206,0,0,19,154,491,6,0,0,0,0,0,0,0,5,0,0,0
2016,10,0,0,2895,0,0,0,1,0,0,16899,0,0,852,0,0,0,481,0,0,0,0,0,0,0,0,0,0,232,0,0,0,269,491,4,60,0,0,0,0,0,0,2,0,0,0
2016,11,0,0,2388,0,0,0,1,0,0,15545,0,0,650,0,0,0,318,0,0,0,0,0,0,0,0,0,0,81,0,136,55,36,460,3,5,0,0,1,0,0,0,0,0,0,0
2016,12,0,0,3074,0,0,0,0,0,0,14874,0,0,1186,0,0,0,0,4,0,0,0,83,0,0,0,3,0,127,0,105,35,59,402,2,0,0,0,0,0,0,0,0,0,0,0
2016,13,0,0,590,0,0,0,2,0,0,15141,0,0,1369,0,0,0,0,4,0,0,0,0,0,0,0,0,0,138,0,73,19,14,801,2,0,0,0,0,0,0,0,1,285,0,0
2016,14,0,0,4304,0,0,0,1,0,0,13483,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,73,589,6,0,0,0,0,0,0,0,0,0,0,0
2016,15,0,0,2710,0,0,0,3,0,0,11905,0,0,1144,0,0,0,0,0,0,0,14,0,239,0,0,50,12,137,0,81,0,62,638,2,0,0,1,0,0,0,62,0,0,0,0
2016,16,0,0,1622,0,0,0,0,0,0,10727,0,0,1185,0,0,0,0,6,0,0,0,0,0,0,51,0,0,0,0,0,0,123,516,4,0,0,0,0,0,0,0,0,0,0,0
2016,17,0,0,2826,0,0,0,0,0,0,7450,0,0,1062,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3128,0,0,39,19,748,7,0,0,0,0,0,0,0,0,0,0,0
2016,18,0,0,1385,0,0,0,1,0,0,4861,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,38,571,2,0,0,0,0,0,0,0,0,0,0,0
2016,19,0,1,1677,0,0,39,2,0,3512,3738,0,0,1420,0,0,0,2983,2,0,12,0,0,0,0,35,0,0,177,0,638,26,7,1489,4,0,0,0,1,0,0,0,0,0,0,0
2016,20,0,0,317,0,0,0,0,0,0,2523,0,0,993,0,0,0,378,0,0,0,0,0,0,0,0,0,0,149,0,71,64,17,371,6,0,0,0,0,0,0,0,0,0,0,0
2016,21,0,0,62,0,0,0,0,0,0,1788,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,1,0,202,0,0,23,17,678,8,0,0,0,0,0,0,0,0,0,0,0
2016,22,0,0,405,0,0,0,0,0,0,1321,0,0,0,0,0,0,529,1,0,0,0,0,0,0,0,0,0,224,0,0,0,18,541,1,0,0,0,0,0,0,0,0,98,0,0
2016,23,0,0,184,10,0,0,0,0,0,1030,0,0,0,0,0,0,543,1,0,0,0,0,0,0,0,0,0,227,0,897,0,3,407,5,0,0,0,0,0,2,0,0,0,0,0
2016,24,0,0,231,0,0,0,1,0,0,753,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,255,0,12,55,0,405,6,0,0,0,0,0,0,0,0,0,0,0
2016,25,0,0,215,0,0,0,4,0,0,613,0,0,0,0,190,0,249,1,0,0,0,0,0,0,0,0,0,253,0,0,0,3,415,2,0,0,0,0,0,0,0,0,0,0,0
2016,26,0,0,179,0,0,0,1,0,0,539,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,578,0,759,0,3,492,4,0,0,0,0,0,0,0,0,0,0,0
2016,27,0,0,183,0,0,0,2,0,0,442,0,0,0,0,0,0,181,0,0,7,0,0,0,0,0,34,0,0,0,0,0,0,140,7,0,0,0,0,0,0,0,0,0,0,0
2016,28,0,0,253,6,76,0,2,0,0,309,0,0,0,0,0,0,355,1,0,0,0,0,0,0,0,0,0,303,0,0,0,1,208,6,0,0,0,0,0,0,0,0,0,0,0
2016,29,0,0,305,0,0,0,2,0,0,312,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,543,162,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2016,30,0,0,0,0,0,0,2,0,0,320,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,65,0,139,14,0,0,3,0,0,0,0,0,0,0,0,281,0,0
2016,31,0,0,0,0,0,0,2,0,0,273,0,0,0,0,0,0,622,1,0,0,0,4,0,0,0,0,0,547,0,152,316,0,765,3,0,0,0,0,0,0,58,0,0,0,0
2016,32,0,0,0,0,0,0,4,0,0,289,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,321,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
2016,33,0,0,0,0,0,0,3,0,0,249,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,511,0,48,0,0,302,2,0,0,0,0,0,0,0,0,0,0,0
2016,34,0,0,1,0,0,0,2,0,40,175,0,0,14875,0,0,0,529,0,0,0,0,0,0,0,0,0,0,817,0,0,58,0,83,1,0,0,0,0,0,0,0,0,0,0,0
2016,35,0,0,0,0,0,108,3,0,0,211,0,0,0,0,0,0,189,4,0,0,0,0,0,0,7,0,0,661,0,419,52,0,65,0,0,0,0,0,0,0,0,0,0,29,0
2016,36,0,0,0,0,0,0,3,0,0,211,0,0,649,0,0,0,50,4,0,0,0,0,0,0,5,0,0,514,0,61,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0
2016,37,0,0,0,0,0,0,3,0,40,215,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,519,0,10,147,0,111,0,0,0,0,0,0,0,0,0,0,0,0
